"","AN_RECENS","DEP_RES_21","AGE_GROUP","TYP_ACT","CSP","POND2"
"34425",2008,"93","25-42",2,4,9966.9876324359
"34426",2008,"93","25-42",2,5,22190.8912633584
"34427",2008,"93","25-42",2,6,16186.4795911812
"34428",2008,"93","25-42",2,9,7100.9865716056
"34429",2008,"93","25-42",3,9,5659.5186851745
"34430",2008,"93","25-42",5,8,328.4091256876
"34431",2008,"93","25-42",6,9,46623.3301535723
"34432",2008,"93","42-60",1,1,34.8888329435
"34433",2008,"93","42-60",1,2,14876.5505867058
"34434",2008,"93","42-60",1,3,36131.9766014727
"34435",2008,"93","42-60",1,4,57643.587642255
"34436",2008,"93","42-60",1,5,77316.0040302691
"34437",2008,"93","42-60",1,6,57939.9059706815
"34438",2008,"93","42-60",2,1,16.349488167
"34439",2008,"93","42-60",2,2,1624.4504518314
"34440",2008,"93","42-60",2,3,2050.2720517238
"34441",2008,"93","42-60",2,4,4768.0408335136
"34442",2008,"93","42-60",2,5,11310.1909168267
"34443",2008,"93","42-60",2,6,12176.1078056982
"34444",2008,"93","42-60",2,9,1972.9658010004
"34445",2008,"93","42-60",5,8,22036.8575463775
"34446",2008,"93","42-60",6,9,47659.9333231328
"34447",2008,"93","6-24",1,1,4.1162355536
"34448",2008,"93","6-24",1,2,1109.9043918613
"34449",2008,"93","6-24",1,3,3328.8245200892
"34450",2008,"93","6-24",1,4,15708.0961286114
"34451",2008,"93","6-24",1,5,29750.2197232834
"34452",2008,"93","6-24",1,6,14769.0375168496
"34453",2008,"93","6-24",2,1,9.3985476963
"34454",2008,"93","6-24",2,2,450.2537479116
"34455",2008,"93","6-24",2,3,359.8303284438
"34456",2008,"93","6-24",2,4,2561.6610722991
"34457",2008,"93","6-24",2,5,8498.7834169866
"34458",2008,"93","6-24",2,6,5448.1122677514
"34459",2008,"93","6-24",2,9,7188.2975517959
"34460",2008,"93","6-24",3,9,127287.741281676
"34461",2008,"93","6-24",5,8,16.8324977154
"34462",2008,"93","6-24",6,9,178747.454388952
"34463",2008,"93","60 and more",1,1,24.0194489
"34464",2008,"93","60 and more",1,2,1628.129344019
"34465",2008,"93","60 and more",1,3,2185.6467479685
"34466",2008,"93","60 and more",1,4,1901.9925761892
"34467",2008,"93","60 and more",1,5,3387.0627357942
"34468",2008,"93","60 and more",1,6,3421.7284172077
"34469",2008,"93","60 and more",2,1,4.9930517824
"34470",2008,"93","60 and more",2,2,81.7706212615
"34471",2008,"93","60 and more",2,3,128.5465807876
"34472",2008,"93","60 and more",2,4,242.0362470671
"34473",2008,"93","60 and more",2,5,342.2992320465
"34474",2008,"93","60 and more",2,6,613.757544865
"34475",2008,"93","60 and more",2,9,54.2953209522
"34476",2008,"93","60 and more",5,8,181630.12695651
"34477",2008,"93","60 and more",6,9,13123.87463959
"34478",2008,"93","<6",6,9,145713.853798186
"34479",2008,"94","25-42",1,1,66.7419021343
"34480",2008,"94","25-42",1,2,10418.3597426063
"34481",2008,"94","25-42",1,3,72299.5778317396
"34482",2008,"94","25-42",1,4,82024.1612860043
"34483",2008,"94","25-42",1,5,84023.1587845648
"34484",2008,"94","25-42",1,6,38621.3892575827
"34485",2008,"94","25-42",2,1,1.1392134975
"34486",2008,"94","25-42",2,2,893.0359812057
"34487",2008,"94","25-42",2,3,2836.5545068085
"34488",2008,"94","25-42",2,4,8688.0643635804
"34489",2008,"94","25-42",2,5,13061.7373230508
"34490",2008,"94","25-42",2,6,7724.6289227507
"34491",2008,"94","25-42",2,9,3285.582005581
"34492",2008,"94","25-42",3,9,5672.0715910937
"34493",2008,"94","25-42",5,8,264.2629556336
"34494",2008,"94","25-42",6,9,25829.2947772039
"34495",2008,"94","42-60",1,1,89.1594572136
"34496",2008,"94","42-60",1,2,14940.704796302
"34497",2008,"94","42-60",1,3,60815.6311625284
"34498",2008,"94","42-60",1,4,63675.8458737919
"34499",2008,"94","42-60",1,5,64019.5914237084
"34500",2008,"94","42-60",1,6,35472.216169819
"34501",2008,"94","42-60",2,1,18.506670906
"34502",2008,"94","42-60",2,2,1231.923104887
"34503",2008,"94","42-60",2,3,2394.3549652766
"34504",2008,"94","42-60",2,4,4581.9140746875
"34505",2008,"94","42-60",2,5,6945.1435008167
"34506",2008,"94","42-60",2,6,5389.6088177291
"34507",2008,"94","42-60",2,9,736.1076212557
"34508",2008,"94","42-60",5,8,19871.1785370591
"34509",2008,"94","42-60",6,9,30252.8327073439
"34510",2008,"94","6-24",1,1,8.9288789688
"34511",2008,"94","6-24",1,2,757.986901494
"34512",2008,"94","6-24",1,3,4523.2517131719
"34513",2008,"94","6-24",1,4,14986.4826974712
"34514",2008,"94","6-24",1,5,24499.0565772313
"34515",2008,"94","6-24",1,6,10794.4398661395
"34516",2008,"94","6-24",2,2,174.5678466105
"34517",2008,"94","6-24",2,3,312.7626703687
"34518",2008,"94","6-24",2,4,2004.2853725844
"34519",2008,"94","6-24",2,5,5301.1801035341
"34520",2008,"94","6-24",2,6,3018.7996000574
"34521",2008,"94","6-24",2,9,3632.2326953562
"34522",2008,"94","6-24",3,9,110235.788958145
"34523",2008,"94","6-24",5,8,39.2005394081
"34524",2008,"94","6-24",6,9,137162.414836018
"34525",2008,"94","60 and more",1,1,17.6180663475
"34526",2008,"94","60 and more",1,2,1790.9091252802
"34527",2008,"94","60 and more",1,3,4440.1447856422
"34528",2008,"94","60 and more",1,4,2525.6787769312
"34529",2008,"94","60 and more",1,5,3236.7351636905
"34530",2008,"94","60 and more",1,6,2461.1964197742
"34531",2008,"94","60 and more",2,1,0.9946134466
"34532",2008,"94","60 and more",2,2,112.1700737106
"34533",2008,"94","60 and more",2,3,209.3651523693
"34534",2008,"94","60 and more",2,4,278.0317254435
"34535",2008,"94","60 and more",2,5,313.1567559371
"34536",2008,"94","60 and more",2,6,308.0745671912
"34537",2008,"94","60 and more",2,9,51.1968226656
"34538",2008,"94","60 and more",5,8,189866.313326978
"34539",2008,"94","60 and more",6,9,12529.9619407209
"34540",2008,"94","<6",6,9,109047.381965394
"34541",2008,"95","25-42",1,1,132.2228243158
"34542",2008,"95","25-42",1,2,8864.8886028539
"34543",2008,"95","25-42",1,3,41192.424151131
"34544",2008,"95","25-42",1,4,73259.8230519684
"34545",2008,"95","25-42",1,5,73107.886554105
"34546",2008,"95","25-42",1,6,41378.8513798622
"34547",2008,"95","25-42",2,1,4.9001379948
"34548",2008,"95","25-42",2,2,726.718618434
"34549",2008,"95","25-42",2,3,1486.9305511956
"34550",2008,"95","25-42",2,4,6689.2186190359
"34551",2008,"95","25-42",2,5,11456.5966134538
"34552",2008,"95","25-42",2,6,7803.7364138788
"34553",2008,"95","25-42",2,9,2511.3177667577
"34554",2008,"95","25-42",3,9,2574.5195962046
"34555",2008,"95","25-42",5,8,194.987205833
"34556",2008,"95","25-42",6,9,23829.0561895872
"34557",2008,"95","42-60",1,1,442.0648969336
"34558",2008,"95","42-60",1,2,12281.4958778463
"34559",2008,"95","42-60",1,3,46438.5770851019
"34560",2008,"95","42-60",1,4,59200.5817893944
"34561",2008,"95","42-60",1,5,59511.5531003616
"34562",2008,"95","42-60",1,6,36283.2500676707
"34563",2008,"95","42-60",2,1,9.7464631946
"34564",2008,"95","42-60",2,2,900.4001915892
"34565",2008,"95","42-60",2,3,1583.4502415949
"34566",2008,"95","42-60",2,4,3730.06017254
"34567",2008,"95","42-60",2,5,6358.63857814
"34568",2008,"95","42-60",2,6,5754.2953154689
"34569",2008,"95","42-60",2,9,635.1801850598
"34570",2008,"95","42-60",5,8,21064.1818621589
"34571",2008,"95","42-60",6,9,30911.1955264163
"34572",2008,"95","6-24",1,1,7.8682352942
"34573",2008,"95","6-24",1,2,875.7329961482
"34574",2008,"95","6-24",1,3,2438.4757346164
"34575",2008,"95","6-24",1,4,14250.0747878131
"34576",2008,"95","6-24",1,5,25788.3578402801
"34577",2008,"95","6-24",1,6,13998.6669877946
"34578",2008,"95","6-24",2,1,2.6288186651
"34579",2008,"95","6-24",2,2,169.7162363601
"34580",2008,"95","6-24",2,3,183.9296938394
"34581",2008,"95","6-24",2,4,1932.2378487791
"34582",2008,"95","6-24",2,5,5548.6048328099
"34583",2008,"95","6-24",2,6,4103.6186383844
"34584",2008,"95","6-24",2,9,3651.5418024712
"34585",2008,"95","6-24",3,9,102314.97524296
"34586",2008,"95","6-24",5,8,50.4435417888
"34587",2008,"95","6-24",6,9,139090.739942665
"34588",2008,"95","60 and more",1,1,107.9455756321
"34589",2008,"95","60 and more",1,2,1178.1948680883
"34590",2008,"95","60 and more",1,3,2411.4368762081
"34591",2008,"95","60 and more",1,4,1527.7236860338
"34592",2008,"95","60 and more",1,5,2157.1486603057
"34593",2008,"95","60 and more",1,6,1387.2309868079
"34594",2008,"95","60 and more",2,2,85.9643211378
"34595",2008,"95","60 and more",2,3,69.3342553781
"34596",2008,"95","60 and more",2,4,144.72658781
"34597",2008,"95","60 and more",2,5,282.5580907179
"34598",2008,"95","60 and more",2,6,295.3704148164
"34599",2008,"95","60 and more",2,9,32.2914556577
"34600",2008,"95","60 and more",5,8,148841.422459669
"34601",2008,"95","60 and more",6,9,9358.6377378015
"34602",2008,"95","<6",6,9,102456.648265174
"34603",2008,"971","25-42",1,1,893.6667927467
"34604",2008,"971","25-42",1,2,4918.9113132522
"34605",2008,"971","25-42",1,3,5443.6843326569
"34606",2008,"971","25-42",1,4,14399.3183266302
"34607",2008,"971","25-42",1,5,19372.0481670721
"34608",2008,"971","25-42",1,6,10224.9310764772
"34609",2008,"971","25-42",2,1,88.6253829903
"34610",2008,"971","25-42",2,2,804.7052399157
"34611",2008,"971","25-42",2,3,252.2176979766
"34612",2008,"971","25-42",2,4,3177.1454867312
"34613",2008,"971","25-42",2,5,9601.044043375
"34614",2008,"971","25-42",2,6,5581.6012131193
"34615",2008,"971","25-42",2,9,6259.6809675251
"34616",2008,"971","25-42",3,9,1037.1329233568
"34617",2008,"971","25-42",5,8,105.8145031714
"34618",2008,"971","25-42",6,9,12019.8310459754
"34619",2008,"971","42-60",1,1,1985.538494576
"34620",2008,"971","42-60",1,2,6850.0343508609
"34621",2008,"971","42-60",1,3,6409.2579196869
"34622",2008,"971","42-60",1,4,12739.7616002022
"34623",2008,"971","42-60",1,5,20068.9179207529
"34624",2008,"971","42-60",1,6,9258.6016230744
"34625",2008,"971","42-60",2,1,133.2466131101
"34626",2008,"971","42-60",2,2,835.7015304312
"34627",2008,"971","42-60",2,3,180.301475697
"34628",2008,"971","42-60",2,4,1363.0181552217
"34629",2008,"971","42-60",2,5,6142.256218574
"34630",2008,"971","42-60",2,6,5053.4221086766
"34631",2008,"971","42-60",2,9,1871.8094574448
"34632",2008,"971","42-60",5,8,6844.0438961143
"34633",2008,"971","42-60",6,9,17654.7334556865
"34634",2008,"971","6-24",1,1,51.7832272151
"34635",2008,"971","6-24",1,2,321.1634356804
"34636",2008,"971","6-24",1,3,160.2097760394
"34637",2008,"971","6-24",1,4,1355.5313839646
"34638",2008,"971","6-24",1,5,2953.414393375
"34639",2008,"971","6-24",1,6,2687.8575963894
"34640",2008,"971","6-24",2,1,4.9155347254
"34641",2008,"971","6-24",2,2,120.0450577017
"34642",2008,"971","6-24",2,3,17.3403407003
"34643",2008,"971","6-24",2,4,478.5734758562
"34644",2008,"971","6-24",2,5,1418.5302589923
"34645",2008,"971","6-24",2,6,1198.0444497855
"34646",2008,"971","6-24",2,9,5554.9338179618
"34647",2008,"971","6-24",3,9,38667.9494786542
"34648",2008,"971","6-24",5,8,2.5029884932
"34649",2008,"971","6-24",6,9,54484.8637893339
"34650",2008,"971","60 and more",1,1,315.0306650276
"34651",2008,"971","60 and more",1,2,967.4902609266
"34652",2008,"971","60 and more",1,3,599.1526088817
"34653",2008,"971","60 and more",1,4,701.4406428504
"34654",2008,"971","60 and more",1,5,1317.9987814273
"34655",2008,"971","60 and more",1,6,701.6438719721
"34656",2008,"971","60 and more",2,1,2.396939862
"34657",2008,"971","60 and more",2,2,59.4518566558
"34658",2008,"971","60 and more",2,3,7.2398968845
"34659",2008,"971","60 and more",2,4,21.5099939775
"34660",2008,"971","60 and more",2,5,124.1597161963
"34661",2008,"971","60 and more",2,6,136.1536773466
"34662",2008,"971","60 and more",2,9,79.1723281588
"34663",2008,"971","60 and more",5,8,56133.1719155698
"34664",2008,"971","60 and more",6,9,5618.7171420164
"34665",2008,"971","<6",6,9,33887.6921576802
"34666",2008,"972","25-42",1,1,687.3635939037
"34667",2008,"972","25-42",1,2,4156.485283813
"34668",2008,"972","25-42",1,3,5841.9020865499
"34669",2008,"972","25-42",1,4,15623.9827125269
"34670",2008,"972","25-42",1,5,20031.9001938645
"34671",2008,"972","25-42",1,6,12155.5166861531
"34672",2008,"972","25-42",2,1,53.8140656163
"34673",2008,"972","25-42",2,2,446.2860016436
"34674",2008,"972","25-42",2,3,291.1823482013
"34675",2008,"972","25-42",2,4,3424.2623367416
"34676",2008,"972","25-42",2,5,8227.4715198084
"34677",2008,"972","25-42",2,6,5676.498214438
"34678",2008,"972","25-42",2,9,3871.6626633508
"34679",2008,"972","25-42",3,9,1246.2276761398
"34680",2008,"972","25-42",5,8,145.7344511415
"34681",2008,"972","25-42",6,9,9672.9257282719
"34682",2008,"972","42-60",1,1,1457.9608409204
"34683",2008,"972","42-60",1,2,6199.3762376533
"34684",2008,"972","42-60",1,3,7219.0362889781
"34685",2008,"972","42-60",1,4,13474.8810719304
"34686",2008,"972","42-60",1,5,22329.1547685368
"34687",2008,"972","42-60",1,6,12253.2902682516
"34688",2008,"972","42-60",2,1,80.4896243935
"34689",2008,"972","42-60",2,2,583.2041732358
"34690",2008,"972","42-60",2,3,192.7247904045
"34691",2008,"972","42-60",2,4,1210.5861737859
"34692",2008,"972","42-60",2,5,5784.7074602699
"34693",2008,"972","42-60",2,6,5107.7934259117
"34694",2008,"972","42-60",2,9,1070.0834623807
"34695",2008,"972","42-60",5,8,6802.1833716546
"34696",2008,"972","42-60",6,9,15448.3954045548
"34697",2008,"972","6-24",1,1,15.366429022
"34698",2008,"972","6-24",1,2,157.0560070388
"34699",2008,"972","6-24",1,3,165.8230066194
"34700",2008,"972","6-24",1,4,1647.4437532532
"34701",2008,"972","6-24",1,5,3623.6795150852
"34702",2008,"972","6-24",1,6,3031.9729814282
"34703",2008,"972","6-24",2,1,2.6171056097
"34704",2008,"972","6-24",2,2,70.6936265421
"34705",2008,"972","6-24",2,3,14.1787669763
"34706",2008,"972","6-24",2,4,428.9818867183
"34707",2008,"972","6-24",2,5,1667.0893379701
"34708",2008,"972","6-24",2,6,1440.7816616772
"34709",2008,"972","6-24",2,9,5203.4668793375
"34710",2008,"972","6-24",3,9,38871.6238285292
"34711",2008,"972","6-24",5,8,8.9254866187
"34712",2008,"972","6-24",6,9,48662.872597423
"34713",2008,"972","60 and more",1,1,226.6288744073
"34714",2008,"972","60 and more",1,2,1082.930134336
"34715",2008,"972","60 and more",1,3,723.0116528059
"34716",2008,"972","60 and more",1,4,718.4795559789
"34717",2008,"972","60 and more",1,5,1176.9599035255
"34718",2008,"972","60 and more",1,6,766.6371425486
"34719",2008,"972","60 and more",2,2,30.2315525204
"34720",2008,"972","60 and more",2,3,22.6155958752
"34721",2008,"972","60 and more",2,4,26.1326883583
"34722",2008,"972","60 and more",2,5,103.8420208203
"34723",2008,"972","60 and more",2,6,168.0934221782
"34724",2008,"972","60 and more",2,9,24.0345455047
"34725",2008,"972","60 and more",5,8,61439.4548730546
"34726",2008,"972","60 and more",6,9,5493.7916791727
"34727",2008,"972","<6",6,9,29688.1590756084
"34728",2008,"973","25-42",1,1,388.8961572935
"34729",2008,"973","25-42",1,2,3541.3078803584
"34730",2008,"973","25-42",1,3,3310.6683165297
"34731",2008,"973","25-42",1,4,8033.5791007438
"34732",2008,"973","25-42",1,5,9569.7064098186
"34733",2008,"973","25-42",1,6,5101.8378973214
"34734",2008,"973","25-42",2,1,39.3592330773
"34735",2008,"973","25-42",2,2,274.3047299162
"34736",2008,"973","25-42",2,3,69.2176128838
"34737",2008,"973","25-42",2,4,743.9102500862
"34738",2008,"973","25-42",2,5,2693.9966393253
"34739",2008,"973","25-42",2,6,2104.5931812438
"34740",2008,"973","25-42",2,9,7108.2492823516
"34741",2008,"973","25-42",3,9,715.1375825991
"34742",2008,"973","25-42",5,8,51.9529184363
"34743",2008,"973","25-42",6,9,15012.7621663413
"34744",2008,"973","42-60",1,1,463.1167327363
"34745",2008,"973","42-60",1,2,2525.3628510941
"34746",2008,"973","42-60",1,3,2906.4066156604
"34747",2008,"973","42-60",1,4,4676.7489041199
"34748",2008,"973","42-60",1,5,6107.2303608541
"34749",2008,"973","42-60",1,6,4086.1208566918
"34750",2008,"973","42-60",2,1,32.6081446033
"34751",2008,"973","42-60",2,2,233.358947972
"34752",2008,"973","42-60",2,3,26.4986955328
"34753",2008,"973","42-60",2,4,267.4684357092
"34754",2008,"973","42-60",2,5,1358.9368786626
"34755",2008,"973","42-60",2,6,1587.5361119524
"34756",2008,"973","42-60",2,9,2283.873252434
"34757",2008,"973","42-60",5,8,1379.0807243893
"34758",2008,"973","42-60",6,9,7936.1035867962
"34759",2008,"973","6-24",1,1,36.2336924527
"34760",2008,"973","6-24",1,2,370.9489421949
"34761",2008,"973","6-24",1,3,156.5069922944
"34762",2008,"973","6-24",1,4,1141.1033700724
"34763",2008,"973","6-24",1,5,2108.4782507221
"34764",2008,"973","6-24",1,6,1474.1676606712
"34765",2008,"973","6-24",2,1,3.6787683047
"34766",2008,"973","6-24",2,2,85.916235329
"34767",2008,"973","6-24",2,3,5.0354763356
"34768",2008,"973","6-24",2,4,133.6196006618
"34769",2008,"973","6-24",2,5,619.6409043737
"34770",2008,"973","6-24",2,6,662.4838283143
"34771",2008,"973","6-24",2,9,4290.7898860297
"34772",2008,"973","6-24",3,9,21924.7099099514
"34773",2008,"973","6-24",5,8,2.5177381678
"34774",2008,"973","6-24",6,9,46456.5935171695
"34775",2008,"973","60 and more",1,1,103.9489684581
"34776",2008,"973","60 and more",1,2,321.4027842348
"34777",2008,"973","60 and more",1,3,212.2988671995
"34778",2008,"973","60 and more",1,4,210.7722224237
"34779",2008,"973","60 and more",1,5,416.4402763547
"34780",2008,"973","60 and more",1,6,355.3514263458
"34781",2008,"973","60 and more",2,1,2.5139900032
"34782",2008,"973","60 and more",2,2,23.7406313894
"34783",2008,"973","60 and more",2,4,5.0942658702
"34784",2008,"973","60 and more",2,5,61.6763129674
"34785",2008,"973","60 and more",2,6,124.1708298729
"34786",2008,"973","60 and more",2,9,136.4635025064
"34787",2008,"973","60 and more",5,8,7838.2628049757
"34788",2008,"973","60 and more",6,9,2206.5318417983
"34789",2008,"973","<6",6,9,32884.3194323302
"34790",2008,"974","25-42",1,1,2424.0641820478
"34791",2008,"974","25-42",1,2,8143.3840994011
"34792",2008,"974","25-42",1,3,11917.3830166242
"34793",2008,"974","25-42",1,4,30869.3872002421
"34794",2008,"974","25-42",1,5,39977.6557552593
"34795",2008,"974","25-42",1,6,26124.3289652222
"34796",2008,"974","25-42",2,1,101.2978151628
"34797",2008,"974","25-42",2,2,838.0741181393
"34798",2008,"974","25-42",2,3,598.6190825492
"34799",2008,"974","25-42",2,4,5919.9479352729
"34800",2008,"974","25-42",2,5,21887.1974227834
"34801",2008,"974","25-42",2,6,18194.5189970283
"34802",2008,"974","25-42",2,9,8824.4226098953
"34803",2008,"974","25-42",3,9,1825.5236262264
"34804",2008,"974","25-42",5,8,258.3168346665
"34805",2008,"974","25-42",6,9,34006.4650806206
"34806",2008,"974","42-60",1,1,3251.1909784991
"34807",2008,"974","42-60",1,2,7863.65072739
"34808",2008,"974","42-60",1,3,10937.4642138133
"34809",2008,"974","42-60",1,4,17513.9995408612
"34810",2008,"974","42-60",1,5,30690.449027234
"34811",2008,"974","42-60",1,6,17883.5099819948
"34812",2008,"974","42-60",2,1,193.76832489
"34813",2008,"974","42-60",2,2,798.5100175262
"34814",2008,"974","42-60",2,3,274.3452081072
"34815",2008,"974","42-60",2,4,2158.5630901411
"34816",2008,"974","42-60",2,5,11514.6529286543
"34817",2008,"974","42-60",2,6,12338.0896870711
"34818",2008,"974","42-60",2,9,2886.2256548656
"34819",2008,"974","42-60",5,8,13337.2878520955
"34820",2008,"974","42-60",6,9,42272.7206753279
"34821",2008,"974","6-24",1,1,167.2070860195
"34822",2008,"974","6-24",1,2,612.1393087018
"34823",2008,"974","6-24",1,3,461.2196015619
"34824",2008,"974","6-24",1,4,4220.9713951829
"34825",2008,"974","6-24",1,5,9506.8165379661
"34826",2008,"974","6-24",1,6,8293.0852730779
"34827",2008,"974","6-24",2,1,7.527602607
"34828",2008,"974","6-24",2,2,157.930819276
"34829",2008,"974","6-24",2,3,45.0751383404
"34830",2008,"974","6-24",2,4,1158.6786891147
"34831",2008,"974","6-24",2,5,5240.2106057413
"34832",2008,"974","6-24",2,6,5026.8430819627
"34833",2008,"974","6-24",2,9,16211.6512071241
"34834",2008,"974","6-24",3,9,78506.1813340145
"34835",2008,"974","6-24",5,8,5.0067409042
"34836",2008,"974","6-24",6,9,123356.126864461
"34837",2008,"974","60 and more",1,1,337.4560309426
"34838",2008,"974","60 and more",1,2,1035.9922410152
"34839",2008,"974","60 and more",1,3,708.8924590773
"34840",2008,"974","60 and more",1,4,619.3806939666
"34841",2008,"974","60 and more",1,5,1304.7844754561
"34842",2008,"974","60 and more",1,6,625.549995549
"34843",2008,"974","60 and more",2,1,4.9702460219
"34844",2008,"974","60 and more",2,2,30.1352957107
"34845",2008,"974","60 and more",2,3,15.0346471281
"34846",2008,"974","60 and more",2,4,55.2570447668
"34847",2008,"974","60 and more",2,5,184.9797217405
"34848",2008,"974","60 and more",2,6,202.3313789449
"34849",2008,"974","60 and more",2,9,74.6810225337
"34850",2008,"974","60 and more",5,8,68096.0794884827
"34851",2008,"974","60 and more",6,9,14038.4617406805
"34852",2008,"974","<6",6,9,82165.8601529527
"34853",2013,"01","25-42",1,1,1079.7538910881
"34854",2013,"01","25-42",1,2,6697.0540231838
"34855",2013,"01","25-42",1,3,18798.6107135457
"34856",2013,"01","25-42",1,4,35907.805608628
"34857",2013,"01","25-42",1,5,30772.2623549197
"34858",2013,"01","25-42",1,6,28547.3892395355
"34859",2013,"01","25-42",2,1,1.059263917
"34860",2013,"01","25-42",2,2,375.8141558888
"34861",2013,"01","25-42",2,3,716.2520695979
"34862",2013,"01","25-42",2,4,2765.2760184137
"34863",2013,"01","25-42",2,5,4167.818601805
"34864",2013,"01","25-42",2,6,4904.4231874459
"34865",2013,"01","25-42",2,9,560.3767525976
"34866",2013,"01","25-42",3,9,540.7491221327
"34867",2013,"01","25-42",5,8,22.3973483689
"34868",2013,"01","25-42",6,9,9947.1908586684
"34869",2013,"01","42-60",1,1,2238.4568808491
"34870",2013,"01","42-60",1,2,9618.1693571455
"34871",2013,"01","42-60",1,3,19419.6465711225
"34872",2013,"01","42-60",1,4,31331.510864025
"34873",2013,"01","42-60",1,5,31090.9200346129
"34874",2013,"01","42-60",1,6,27886.6999868218
"34875",2013,"01","42-60",2,1,21.8339343331
"34876",2013,"01","42-60",2,2,369.5441457851
"34877",2013,"01","42-60",2,3,640.320333356
"34878",2013,"01","42-60",2,4,1680.6254729182
"34879",2013,"01","42-60",2,5,2801.0658439861
"34880",2013,"01","42-60",2,6,3513.6331277859
"34881",2013,"01","42-60",2,9,161.2736639832
"34882",2013,"01","42-60",5,8,8235.723966262
"34883",2013,"01","42-60",6,9,13836.3631968145
"34884",2013,"01","6-24",1,1,70.7613704596
"34885",2013,"01","6-24",1,2,505.2891070616
"34886",2013,"01","6-24",1,3,767.546573185
"34887",2013,"01","6-24",1,4,4765.7091752368
"34888",2013,"01","6-24",1,5,8650.0090866032
"34889",2013,"01","6-24",1,6,10587.7180701328
"34890",2013,"01","6-24",2,1,8.1674125597
"34891",2013,"01","6-24",2,2,76.2880227118
"34892",2013,"01","6-24",2,3,97.9647400258
"34893",2013,"01","6-24",2,4,768.4329815136
"34894",2013,"01","6-24",2,5,2157.6671921438
"34895",2013,"01","6-24",2,6,2572.9076622544
"34896",2013,"01","6-24",2,9,1262.0100661497
"34897",2013,"01","6-24",3,9,40489.9721925408
"34898",2013,"01","6-24",6,9,71562.342725338
"34899",2013,"01","60 and more",1,1,278.9918903302
"34900",2013,"01","60 and more",1,2,1274.1154616127
"34901",2013,"01","60 and more",1,3,1587.6003168723
"34902",2013,"01","60 and more",1,4,1383.9435387255
"34903",2013,"01","60 and more",1,5,1581.5613321808
"34904",2013,"01","60 and more",1,6,1014.394544825
"34905",2013,"01","60 and more",2,2,27.739109496
"34906",2013,"01","60 and more",2,3,25.2391468103
"34907",2013,"01","60 and more",2,4,110.2200821766
"34908",2013,"01","60 and more",2,5,200.5375346842
"34909",2013,"01","60 and more",2,6,195.9613782203
"34910",2013,"01","60 and more",2,9,5.9720204724
"34911",2013,"01","60 and more",5,8,115277.755791809
"34912",2013,"01","60 and more",6,9,4289.9513757299
"34913",2013,"01","<6",6,9,49293.9879258776
"34914",2013,"02","25-42",1,1,1299.1729892742
"34915",2013,"02","25-42",1,2,4113.1139893107
"34916",2013,"02","25-42",1,3,7924.5541834337
"34917",2013,"02","25-42",1,4,22627.9138738629
"34918",2013,"02","25-42",1,5,26054.425697241
"34919",2013,"02","25-42",1,6,25188.381106737
"34920",2013,"02","25-42",2,1,13.056465659
"34921",2013,"02","25-42",2,2,398.1647451305
"34922",2013,"02","25-42",2,3,336.5977831665
"34923",2013,"02","25-42",2,4,2325.6574701558
"34924",2013,"02","25-42",2,5,5964.099552639
"34925",2013,"02","25-42",2,6,7450.0255929045
"34926",2013,"02","25-42",2,9,1281.1528422773
"34927",2013,"02","25-42",3,9,419.370829875
"34928",2013,"02","25-42",5,8,56.5657651221
"34929",2013,"02","25-42",6,9,11457.9062033948
"34930",2013,"02","42-60",1,1,2869.3154976576
"34931",2013,"02","42-60",1,2,6096.8096936294
"34932",2013,"02","42-60",1,3,9415.7538669405
"34933",2013,"02","42-60",1,4,19454.9462244807
"34934",2013,"02","42-60",1,5,26878.9802148674
"34935",2013,"02","42-60",1,6,26598.6509870103
"34936",2013,"02","42-60",2,1,17.0189762387
"34937",2013,"02","42-60",2,2,412.0737392381
"34938",2013,"02","42-60",2,3,280.8944008786
"34939",2013,"02","42-60",2,4,1525.6491599253
"34940",2013,"02","42-60",2,5,4094.3214291411
"34941",2013,"02","42-60",2,6,5922.7068883012
"34942",2013,"02","42-60",2,9,261.452401097
"34943",2013,"02","42-60",3,9,3.17562034
"34944",2013,"02","42-60",5,8,9363.0492886058
"34945",2013,"02","42-60",6,9,19475.2807598493
"34946",2013,"02","6-24",1,1,88.8367165376
"34947",2013,"02","6-24",1,2,363.8789607853
"34948",2013,"02","6-24",1,3,384.0895586573
"34949",2013,"02","6-24",1,4,3283.9663033795
"34950",2013,"02","6-24",1,5,6209.3710280543
"34951",2013,"02","6-24",1,6,7728.0036629253
"34952",2013,"02","6-24",2,1,5.1353701849
"34953",2013,"02","6-24",2,2,137.8070258462
"34954",2013,"02","6-24",2,3,54.7827044381
"34955",2013,"02","6-24",2,4,761.8819088545
"34956",2013,"02","6-24",2,5,2835.4477185431
"34957",2013,"02","6-24",2,6,3711.1757357702
"34958",2013,"02","6-24",2,9,3681.3369364159
"34959",2013,"02","6-24",3,9,35305.6805989794
"34960",2013,"02","6-24",6,9,60863.2071484442
"34961",2013,"02","60 and more",1,1,421.1078728202
"34962",2013,"02","60 and more",1,2,751.5498699531
"34963",2013,"02","60 and more",1,3,981.5276633638
"34964",2013,"02","60 and more",1,4,851.845248299
"34965",2013,"02","60 and more",1,5,1313.0142078146
"34966",2013,"02","60 and more",1,6,937.7853220647
"34967",2013,"02","60 and more",2,1,4.8950131234
