DEP_RES_21,Tranche d'age,AN_RECENS,CSP,TYP_ACT,POND
72,45-59,2008,6,1,22954
72,45-59,2008,3,1,9832
72,15-29,2008,6,2,4346
72,45-59,2008,8,5,11060
72,30-44,2008,4,2,1404
72,45-59,2008,5,2,1854
72,45-59,2008,6,2,2745
72,45-59,2008,5,1,23662
72,15-29,2008,6,1,17739
72,60-74,2008,3,1,793
72,60-74,2008,4,1,656
72,15-29,2008,9,6,3947
72,45-59,2008,3,2,333
72,less than 15,2008,9,3,6665
72,15-29,2008,3,2,193
72,45-59,2008,1,1,3155
72,60-74,2008,5,1,846
72,75 more,2008,4,1,341
72,15-29,2008,2,2,150
72,60-74,2008,2,1,541
72,15-29,2008,4,2,1413
72,45-59,2008,4,2,1004
72,15-29,2008,5,2,3603
72,30-44,2008,1,1,2110
72,75 more,2008,3,1,25
72,75 more,2008,6,1,131
72,45-59,2008,2,2,410
72,30-44,2008,2,2,308
72,30-44,2008,3,2,358
72,60-74,2008,5,2,108
72,15-29,2008,8,5,20
72,15-29,2008,1,1,423
72,60-74,2008,6,1,402
72,75 more,2008,1,1,86
72,75 more,2008,5,1,54
72,75 more,2008,2,1,64
72,15-29,2008,2,1,979
72,less than 15,2008,6,1,25
72,60-74,2008,1,1,227
72,30-44,2008,8,5,149
72,30-44,2008,9,3,124
72,30-44,2008,9,2,329
72,30-44,2008,1,2,38
72,60-74,2008,6,2,107
72,60-74,2008,4,2,50
72,60-74,2008,3,2,27
72,60-74,2008,2,2,46
72,45-59,2008,9,2,122
72,45-59,2008,1,2,9
72,less than 15,2008,5,2,4
72,60-74,2008,1,2,12
72,60-74,2008,9,2,7
72,less than 15,2008,5,1,59
72,less than 15,2008,2,1,7
72,15-29,2008,1,2,1
73,less than 15,2008,9,6,69898
73,less than 15,2008,9,3,4741
73,15-29,2008,9,3,25123
73,15-29,2008,4,2,905
73,15-29,2008,5,2,1903
73,15-29,2008,6,2,1929
73,30-44,2008,3,2,311
73,30-44,2008,5,2,1810
73,45-59,2008,6,2,1084
73,45-59,2008,8,5,5730
73,45-59,2008,9,6,9905
73,60-74,2008,8,5,47054
73,75 more,2008,8,5,32312
73,15-29,2008,9,6,3484
73,30-44,2008,4,2,1123
73,30-44,2008,9,6,6079
73,45-59,2008,5,2,1289
73,15-29,2008,9,2,668
73,15-29,2008,3,2,128
73,30-44,2008,6,2,1799
73,30-44,2008,8,5,103
73,45-59,2008,4,2,654
73,45-59,2008,2,2,223
73,60-74,2008,9,6,3323
73,60-74,2008,5,2,94
73,60-74,2008,4,2,72
73,60-74,2008,2,2,44
73,75 more,2008,9,6,2174
73,15-29,2008,6,1,11817
73,15-29,2008,4,1,9850
73,15-29,2008,5,1,13242
73,30-44,2008,4,1,20474
73,30-44,2008,6,1,16621
73,30-44,2008,5,1,20339
73,30-44,2008,3,1,9442
73,30-44,2008,2,1,6052
73,45-59,2008,5,1,17358
73,45-59,2008,4,1,17615
73,45-59,2008,3,1,9932
73,15-29,2008,3,1,2216
73,45-59,2008,6,1,13508
73,15-29,2008,1,1,272
73,15-29,2008,2,1,1125
73,45-59,2008,2,1,6400
73,60-74,2008,5,1,930
73,60-74,2008,4,1,814
73,30-44,2008,1,1,809
73,45-59,2008,1,1,1083
73,60-74,2008,3,1,896
73,60-74,2008,2,1,856
73,75 more,2008,4,1,70
73,30-44,2008,2,2,149
73,45-59,2008,3,2,182
73,60-74,2008,6,1,591
73,45-59,2008,9,2,34
73,30-44,2008,9,3,177
73,60-74,2008,6,2,68
73,less than 15,2008,4,1,9
73,30-44,2008,9,2,149
73,75 more,2008,5,1,39
73,15-29,2008,2,2,61
73,60-74,2008,1,1,181
73,75 more,2008,2,1,81
73,60-74,2008,1,2,4
73,45-59,2008,1,2,1
73,75 more,2008,1,1,16
73,75 more,2008,6,1,26
73,60-74,2008,3,2,8
73,30-44,2008,1,2,8
73,less than 15,2008,5,1,12
73,75 more,2008,3,1,27
73,45-59,2008,9,3,4
73,less than 15,2008,6,1,21
73,less than 15,2008,9,2,4
73,60-74,2008,9,2,8
73,less than 15,2008,3,1,4
74,less than 15,2008,9,6,131441
74,less than 15,2008,9,3,8929
74,15-29,2008,9,3,39543
74,15-29,2008,9,2,1171
74,15-29,2008,9,6,5663
74,15-29,2008,6,2,3719
74,15-29,2008,5,2,3537
74,15-29,2008,4,2,1604
74,30-44,2008,6,2,3302
74,30-44,2008,9,6,10754
74,45-59,2008,2,2,456
74,45-59,2008,5,2,2247
74,45-59,2008,8,5,7705
74,60-74,2008,8,5,74277
74,60-74,2008,5,2,215
74,60-74,2008,9,6,5540
74,75 more,2008,8,5,44840
74,30-44,2008,4,2,2312
74,45-59,2008,9,6,15589
74,30-44,2008,5,2,3324
74,30-44,2008,2,2,275
74,30-44,2008,3,2,706
74,45-59,2008,6,2,2464
74,45-59,2008,3,2,530
74,45-59,2008,4,2,1381
74,60-74,2008,4,2,157
74,60-74,2008,2,2,117
74,75 more,2008,9,6,2329
74,15-29,2008,5,1,22819
74,15-29,2008,6,1,22678
74,15-29,2008,4,1,19002
74,30-44,2008,5,1,36488
74,30-44,2008,4,1,39446
74,30-44,2008,3,1,22328
74,45-59,2008,4,1,29369
74,45-59,2008,5,1,29861
74,15-29,2008,3,1,5129
74,30-44,2008,6,1,33023
74,30-44,2008,2,1,10052
74,45-59,2008,6,1,25054
74,45-59,2008,2,1,11020
74,60-74,2008,6,1,1546
74,60-74,2008,5,1,1868
74,45-59,2008,3,1,18032
74,60-74,2008,3,1,1760
74,15-29,2008,2,1,1841
74,30-44,2008,1,1,1389
74,45-59,2008,1,1,1526
74,60-74,2008,2,1,1619
74,60-74,2008,4,1,1706
74,60-74,2008,1,1,317
74,75 more,2008,2,1,111
74,30-44,2008,9,2,315
74,60-74,2008,6,2,225
74,75 more,2008,6,1,94
74,30-44,2008,8,5,114
74,60-74,2008,3,2,64
74,75 more,2008,4,1,116
74,75 more,2008,5,1,140
74,30-44,2008,9,3,253
74,15-29,2008,2,2,175
74,less than 15,2008,5,1,46
74,15-29,2008,3,2,268
74,less than 15,2008,4,1,10
74,15-29,2008,1,1,299
74,75 more,2008,3,1,62
74,less than 15,2008,6,1,67
74,60-74,2008,1,2,1
74,45-59,2008,1,2,4
74,45-59,2008,9,2,67
74,less than 15,2008,5,2,4
74,less than 15,2008,6,2,4
74,15-29,2008,8,5,15
74,30-44,2008,1,2,8
74,less than 15,2008,2,1,4
74,75 more,2008,1,1,21
74,less than 15,2008,9,2,4
75,15-29,2008,9,3,194461
75,30-44,2008,9,6,36348
75,30-44,2008,4,2,14966
75,60-74,2008,8,5,177744
75,75 more,2008,8,5,146022
75,less than 15,2008,9,6,298828
75,30-44,2008,3,2,11751
75,30-44,2008,5,2,12988
75,15-29,2008,9,2,6693
75,45-59,2008,8,5,13197
75,less than 15,2008,9,3,18433
75,15-29,2008,4,2,9999
75,15-29,2008,3,2,6035
75,45-59,2008,5,2,9084
75,15-29,2008,5,2,11805
75,15-29,2008,9,6,16124
75,15-29,2008,6,2,4618
75,45-59,2008,9,6,46470
75,45-59,2008,4,2,8795
75,45-59,2008,6,2,6604
75,60-74,2008,5,2,865
75,60-74,2008,9,6,20084
75,60-74,2008,3,2,1461
75,75 more,2008,9,6,13118
75,45-59,2008,3,2,7848
75,45-59,2008,3,1,133794
75,60-74,2008,3,1,29557
75,30-44,2008,3,1,207676
75,15-29,2008,3,1,110923
75,15-29,2008,6,1,16910
75,15-29,2008,4,1,72140
75,15-29,2008,5,1,64258
75,30-44,2008,5,1,78602
75,30-44,2008,6,1,30220
75,30-44,2008,4,1,97785
75,15-29,2008,2,1,4169
75,30-44,2008,2,1,19440
75,45-59,2008,5,1,65705
75,45-59,2008,4,1,68148
75,45-59,2008,2,1,22411
75,45-59,2008,6,1,27429
75,60-74,2008,5,1,9568
75,60-74,2008,2,1,6883
75,60-74,2008,4,1,9440
75,60-74,2008,6,1,3608
75,75 more,2008,3,1,2093
75,30-44,2008,6,2,6658
75,60-74,2008,4,2,1229
75,30-44,2008,9,3,5498
75,30-44,2008,2,2,1671
75,45-59,2008,2,2,2115
75,60-74,2008,9,2,104
75,60-74,2008,1,1,125
75,less than 15,2008,5,1,124
75,75 more,2008,5,1,753
75,45-59,2008,9,2,1089
75,60-74,2008,6,2,873
75,60-74,2008,2,2,356
75,45-59,2008,1,1,251
75,75 more,2008,4,1,803
75,30-44,2008,9,2,2966
75,15-29,2008,2,2,727
75,30-44,2008,8,5,690
75,75 more,2008,2,1,637
75,75 more,2008,6,1,244
75,15-29,2008,1,1,9
75,15-29,2008,8,5,124
75,75 more,2008,1,1,46
75,30-44,2008,1,1,159
75,less than 15,2008,8,5,13
75,30-44,2008,1,2,10
75,less than 15,2008,6,1,66
75,45-59,2008,1,2,16
75,less than 15,2008,9,2,45
75,less than 15,2008,5,2,5
75,less than 15,2008,6,2,5
75,less than 15,2008,3,1,16
75,less than 15,2008,4,1,47
75,less than 15,2008,2,1,2
75,15-29,2008,1,2,8
75,45-59,2008,9,3,1
76,less than 15,2008,9,6,217654
76,30-44,2008,9,6,22715
76,less than 15,2008,9,3,15052
76,15-29,2008,9,3,88419
76,75 more,2008,8,5,98532
76,30-44,2008,9,2,1180
76,45-59,2008,8,5,23115
76,60-74,2008,8,5,142387
76,60-74,2008,9,6,8366
76,15-29,2008,3,1,8568
76,30-44,2008,4,1,53199
76,30-44,2008,3,1,25982
76,15-29,2008,6,1,38254
76,30-44,2008,5,1,55630
76,45-59,2008,3,1,25420
76,15-29,2008,4,1,28719
76,30-44,2008,6,1,52602
76,45-59,2008,5,1,51591
76,45-59,2008,6,1,44527
76,45-59,2008,4,1,44463
76,60-74,2008,3,1,2454
76,15-29,2008,6,2,10549
76,15-29,2008,5,2,9676
76,15-29,2008,9,6,13019
76,30-44,2008,3,2,803
76,30-44,2008,4,2,3381
76,75 more,2008,9,6,4545
76,30-44,2008,9,3,696
76,45-59,2008,9,6,38485
76,45-59,2008,4,2,1866
76,45-59,2008,3,2,611
76,15-29,2008,4,2,3454
76,15-29,2008,9,2,5799
76,30-44,2008,6,2,8509
76,30-44,2008,5,2,8054
76,45-59,2008,5,2,5204
76,45-59,2008,2,2,704
76,45-59,2008,6,2,6267
76,45-59,2008,2,1,10933
76,30-44,2008,2,1,10021
76,15-29,2008,5,1,37861
76,30-44,2008,1,1,2203
76,60-74,2008,2,1,1321
76,60-74,2008,5,1,2433
76,60-74,2008,4,1,1596
76,75 more,2008,1,1,83
76,15-29,2008,2,1,2145
76,30-44,2008,2,2,642
76,15-29,2008,3,2,436
76,60-74,2008,6,1,1216
76,75 more,2008,3,1,99
76,60-74,2008,1,1,383
76,15-29,2008,2,2,275
76,60-74,2008,2,2,63
76,15-29,2008,1,1,389
76,45-59,2008,1,1,3202
76,30-44,2008,8,5,280
76,60-74,2008,5,2,249
76,60-74,2008,3,2,69
76,75 more,2008,2,1,118
76,75 more,2008,5,1,259
76,75 more,2008,6,1,245
76,75 more,2008,4,1,114
76,15-29,2008,8,5,25
76,45-59,2008,9,2,381
76,60-74,2008,6,2,208
76,60-74,2008,4,2,138
76,less than 15,2008,5,1,84
76,45-59,2008,1,2,47
76,less than 15,2008,6,1,106
76,less than 15,2008,9,2,23
76,less than 15,2008,6,2,7
76,less than 15,2008,5,2,6
76,15-29,2008,1,2,10
76,30-44,2008,1,2,12
76,60-74,2008,1,2,4
76,less than 15,2008,4,1,12
76,less than 15,2008,2,1,8
77,less than 15,2008,9,6,259997
77,15-29,2008,9,3,90611
77,75 more,2008,8,5,67419
77,45-59,2008,9,6,28433
77,60-74,2008,8,5,114492
77,15-29,2008,5,2,9466
77,15-29,2008,6,2,7364
77,15-29,2008,9,6,11657
77,30-44,2008,9,6,20305
77,45-59,2008,9,2,364
77,45-59,2008,8,5,17167
77,60-74,2008,9,6,6991
77,30-44,2008,2,2,566
77,15-29,2008,4,1,38406
77,30-44,2008,5,1,72469
77,30-44,2008,3,1,42350
77,30-44,2008,6,1,46174
77,30-44,2008,4,1,73556
77,45-59,2008,5,1,55676
77,45-59,2008,4,1,58594
77,45-59,2008,3,1,40086
77,15-29,2008,6,1,31365
77,15-29,2008,5,1,51606
77,15-29,2008,3,1,11066
77,45-59,2008,6,1,37629
77,45-59,2008,2,1,13092
77,60-74,2008,3,1,3342
77,60-74,2008,4,1,2410
77,less than 15,2008,9,3,17632
77,15-29,2008,4,2,3854
77,30-44,2008,6,2,5734
77,75 more,2008,9,6,2976
77,30-44,2008,5,2,7306
77,30-44,2008,4,2,4367
77,15-29,2008,9,2,4141
77,15-29,2008,1,2,5
77,30-44,2008,3,2,1037
77,30-44,2008,8,5,278
77,45-59,2008,6,2,4533
77,45-59,2008,5,2,4559
77,45-59,2008,2,2,786
77,45-59,2008,4,2,2712
77,45-59,2008,3,2,1106
77,60-74,2008,4,2,178
77,60-74,2008,5,2,274
77,60-74,2008,6,2,235
77,15-29,2008,2,2,257
77,30-44,2008,1,1,957
77,45-59,2008,1,1,1548
77,15-29,2008,2,1,2464
77,30-44,2008,2,1,10923
77,60-74,2008,6,1,1769
77,60-74,2008,5,1,2773
77,75 more,2008,5,1,228
77,60-74,2008,1,1,326
77,60-74,2008,2,1,1598
77,75 more,2008,2,1,153
77,75 more,2008,4,1,135
77,75 more,2008,6,1,151
77,75 more,2008,3,1,216
77,30-44,2008,9,3,620
77,30-44,2008,9,2,1025
77,15-29,2008,3,2,609
77,15-29,2008,1,1,185
77,less than 15,2008,5,1,133
77,60-74,2008,3,2,124
77,15-29,2008,8,5,35
77,less than 15,2008,4,1,38
77,60-74,2008,2,2,94
77,75 more,2008,1,1,46
77,less than 15,2008,8,5,4
77,less than 15,2008,6,1,100
77,less than 15,2008,3,1,5
77,45-59,2008,1,2,15
77,less than 15,2008,6,2,4
77,less than 15,2008,9,2,7
77,60-74,2008,9,2,11
77,60-74,2008,1,2,4
77,30-44,2008,1,2,12
77,less than 15,2008,2,1,3
78,less than 15,2008,9,6,272067
78,15-29,2008,9,3,104229
78,15-29,2008,5,2,7772
78,15-29,2008,4,2,4444
78,45-59,2008,9,6,32123
78,60-74,2008,8,5,130910
78,30-44,2008,9,6,22013
78,75 more,2008,8,5,80574
78,45-59,2008,4,2,3652
78,45-59,2008,5,2,4365
78,75 more,2008,9,6,6361
78,less than 15,2008,9,3,18582
78,15-29,2008,9,6,10362
78,30-44,2008,4,2,5617
78,30-44,2008,9,2,801
78,45-59,2008,6,2,2785
78,45-59,2008,8,5,14838
78,45-59,2008,3,2,2658
78,60-74,2008,9,6,12085
78,15-29,2008,5,1,46005
78,60-74,2008,3,1,7524
78,30-44,2008,3,1,85732
78,15-29,2008,3,1,21455
78,30-44,2008,4,1,71752
78,30-44,2008,5,1,61238
78,30-44,2008,6,1,30859
78,45-59,2008,4,1,59115
78,45-59,2008,3,1,74576
78,45-59,2008,5,1,51948
78,60-74,2008,5,1,3616
78,75 more,2008,3,1,279
78,15-29,2008,4,1,40913
78,15-29,2008,6,1,22854
78,45-59,2008,2,1,12964
78,45-59,2008,6,1,27264
78,60-74,2008,2,1,2419
78,15-29,2008,6,2,5606
78,30-44,2008,5,2,6366
78,15-29,2008,3,2,1066
78,30-44,2008,3,2,2320
78,15-29,2008,9,2,3613
78,30-44,2008,6,2,4359
78,30-44,2008,8,5,283
78,45-59,2008,9,2,281
78,60-74,2008,3,2,425
78,60-74,2008,5,2,307
78,60-74,2008,4,2,355
78,30-44,2008,2,1,10356
78,60-74,2008,4,1,3649
78,15-29,2008,2,1,1774
78,75 more,2008,5,1,238
78,30-44,2008,9,3,637
78,45-59,2008,2,2,546
78,75 more,2008,4,1,208
78,30-44,2008,1,1,368
78,75 more,2008,2,1,146
78,60-74,2008,6,1,2005
78,60-74,2008,1,1,173
78,15-29,2008,2,2,276
78,30-44,2008,2,2,562
78,60-74,2008,6,2,289
78,60-74,2008,2,2,111
78,45-59,2008,1,1,583
78,15-29,2008,8,5,42
78,75 more,2008,6,1,143
78,15-29,2008,1,1,72
78,less than 15,2008,4,1,22
78,less than 15,2008,9,2,28
78,less than 15,2008,5,1,137
78,75 more,2008,1,1,28
78,15-29,2008,1,2,14
78,less than 15,2008,6,1,75
78,less than 15,2008,5,2,3
78,30-44,2008,1,2,12
78,less than 15,2008,3,1,3
78,less than 15,2008,2,1,4
78,45-59,2008,1,2,3
78,less than 15,2008,6,2,3
78,60-74,2008,9,2,23
79,less than 15,2008,9,6,60682
79,15-29,2008,9,3,17685
79,30-44,2008,5,2,1677
79,30-44,2008,3,2,195
79,45-59,2008,9,6,8301
79,45-59,2008,4,2,583
79,60-74,2008,8,5,48981
79,75 more,2008,8,5,37311
79,45-59,2008,2,1,4215
79,30-44,2008,6,1,17522
79,15-29,2008,5,1,10469
79,30-44,2008,3,1,7133
79,45-59,2008,6,1,14258
79,30-44,2008,4,1,14083
79,15-29,2008,6,1,12874
79,30-44,2008,5,1,17091
79,45-59,2008,4,1,11624
79,45-59,2008,1,1,3867
79,45-59,2008,5,1,16083
79,15-29,2008,4,1,6736
79,45-59,2008,2,2,231
79,15-29,2008,3,2,71
79,15-29,2008,5,2,2011
79,15-29,2008,4,2,659
79,15-29,2008,9,2,577
79,15-29,2008,6,2,2571
79,30-44,2008,9,6,4613
79,45-59,2008,6,2,1338
79,45-59,2008,8,5,8186
79,45-59,2008,3,1,6633
79,30-44,2008,2,1,3476
79,15-29,2008,3,1,1554
79,60-74,2008,2,1,383
79,75 more,2008,2,1,60
79,30-44,2008,6,2,1870
79,30-44,2008,2,2,181
79,60-74,2008,9,6,2220
79,less than 15,2008,9,3,4047
79,30-44,2008,4,2,891
79,45-59,2008,5,2,1230
79,30-44,2008,9,3,82
79,15-29,2008,2,1,715
79,60-74,2008,4,1,445
79,60-74,2008,3,1,492
79,75 more,2008,9,6,1361
79,60-74,2008,6,2,45
79,15-29,2008,9,6,2192
79,30-44,2008,1,1,2607
79,60-74,2008,5,1,733
79,75 more,2008,6,1,106
79,60-74,2008,6,1,348
79,15-29,2008,2,2,57
79,30-44,2008,8,5,76
79,60-74,2008,4,2,39
79,15-29,2008,1,1,587
79,30-44,2008,9,2,136
79,45-59,2008,3,2,155
79,60-74,2008,1,2,28
79,75 more,2008,5,1,74
79,less than 15,2008,1,1,4
79,less than 15,2008,6,1,11
79,60-74,2008,1,1,188
79,15-29,2008,8,5,3
79,60-74,2008,2,2,21
79,45-59,2008,9,2,25
79,75 more,2008,4,1,31
79,45-59,2008,1,2,22
79,less than 15,2008,5,1,15
79,60-74,2008,5,2,74
79,75 more,2008,3,1,28
79,15-29,2008,1,2,8
79,30-44,2008,1,2,16
79,60-74,2008,3,2,11
79,75 more,2008,1,1,83
79,less than 15,2008,2,1,6
80,less than 15,2008,9,6,98052
80,60-74,2008,8,5,65579
80,15-29,2008,9,3,41299
80,15-29,2008,4,2,1324
80,15-29,2008,5,2,4173
80,30-44,2008,9,2,478
80,45-59,2008,8,5,10327
80,75 more,2008,9,6,2046
80,75 more,2008,8,5,44868
80,45-59,2008,3,1,9932
80,15-29,2008,3,1,3636
80,30-44,2008,3,1,10366
80,15-29,2008,6,1,17664
80,30-44,2008,4,1,22114
80,30-44,2008,5,1,25607
80,45-59,2008,4,1,16804
80,60-74,2008,3,1,936
80,less than 15,2008,9,3,6535
80,15-29,2008,6,2,5513
80,15-29,2008,9,2,2979
80,15-29,2008,9,6,6718
80,30-44,2008,9,6,10997
80,30-44,2008,5,2,3725
80,30-44,2008,4,2,1450
80,30-44,2008,9,3,292
80,30-44,2008,6,2,4855
80,45-59,2008,9,6,18422
80,15-29,2008,3,2,145
80,30-44,2008,3,2,236
80,30-44,2008,8,5,129
80,45-59,2008,6,2,3770
80,45-59,2008,5,2,2049
80,45-59,2008,4,2,959
80,45-59,2008,2,2,240
80,45-59,2008,3,2,231
80,60-74,2008,5,2,116
80,60-74,2008,9,6,3769
80,15-29,2008,5,1,15530
80,15-29,2008,4,1,11868
80,15-29,2008,2,1,781
80,30-44,2008,6,1,27386
80,45-59,2008,6,1,21356
80,45-59,2008,5,1,22402
80,45-59,2008,1,1,3028
80,30-44,2008,2,1,4022
80,45-59,2008,2,1,4927
80,60-74,2008,2,1,508
80,15-29,2008,1,1,337
80,less than 15,2008,6,1,43
80,30-44,2008,1,1,1879
80,60-74,2008,5,1,883
80,60-74,2008,4,1,671
80,60-74,2008,6,1,509
80,60-74,2008,1,1,470
80,75 more,2008,2,1,84
80,30-44,2008,2,2,261
80,less than 15,2008,5,1,24
80,45-59,2008,9,2,156
80,75 more,2008,4,1,75
80,75 more,2008,3,1,49
80,15-29,2008,2,2,84
80,60-74,2008,3,2,30
80,75 more,2008,1,1,75
80,15-29,2008,1,2,8
80,60-74,2008,4,2,39
80,60-74,2008,6,2,67
80,60-74,2008,2,2,20
80,75 more,2008,6,1,114
80,75 more,2008,5,1,73
80,15-29,2008,8,5,27
80,less than 15,2008,9,2,9
80,30-44,2008,1,2,4
80,45-59,2008,1,2,7
80,less than 15,2008,2,1,4
80,less than 15,2008,4,1,3
80,less than 15,2008,3,1,3
80,60-74,2008,9,2,12
81,15-29,2008,9,3,20615
81,less than 15,2008,9,6,58110
81,45-59,2008,8,5,6420
81,60-74,2008,8,5,51222
81,60-74,2008,9,6,3589
81,less than 15,2008,9,3,3919
81,15-29,2008,9,2,1131
81,15-29,2008,5,2,2286
81,45-59,2008,9,6,11138
81,45-59,2008,6,2,1911
81,75 more,2008,8,5,43021
81,45-59,2008,3,1,6960
81,30-44,2008,3,1,6712
81,30-44,2008,4,1,15179
81,30-44,2008,5,1,16537
81,15-29,2008,4,1,6420
81,45-59,2008,5,1,15908
81,15-29,2008,2,1,809
81,30-44,2008,2,1,4526
81,30-44,2008,1,1,2136
81,45-59,2008,4,1,12900
81,45-59,2008,6,1,10951
81,60-74,2008,4,1,499
81,30-44,2008,5,2,2439
81,45-59,2008,4,2,754
81,30-44,2008,4,2,1299
81,30-44,2008,9,6,5974
81,15-29,2008,6,2,2214
81,15-29,2008,9,6,3071
81,15-29,2008,4,2,940
81,30-44,2008,6,2,2178
81,30-44,2008,8,5,65
81,45-59,2008,5,2,1596
81,45-59,2008,2,2,373
81,60-74,2008,4,2,42
81,15-29,2008,6,1,8970
81,45-59,2008,2,1,5238
81,30-44,2008,6,1,12756
81,15-29,2008,5,1,8548
81,45-59,2008,1,1,3298
81,60-74,2008,5,1,736
81,30-44,2008,9,3,116
81,30-44,2008,2,2,296
81,15-29,2008,3,2,122
81,75 more,2008,9,6,2634
81,75 more,2008,6,1,67
81,15-29,2008,3,1,1332
81,60-74,2008,3,1,907
81,15-29,2008,1,1,470
81,60-74,2008,3,2,46
81,60-74,2008,2,1,626
81,45-59,2008,3,2,229
81,60-74,2008,1,1,267
81,less than 15,2008,5,1,29
81,15-29,2008,2,2,101
81,60-74,2008,6,2,72
81,60-74,2008,6,1,352
81,45-59,2008,1,2,27
81,30-44,2008,3,2,260
81,30-44,2008,1,2,27
81,75 more,2008,5,1,54
81,30-44,2008,9,2,235
81,75 more,2008,2,1,45
81,45-59,2008,9,2,93
81,less than 15,2008,9,2,7
81,75 more,2008,3,1,24
81,60-74,2008,5,2,106
81,75 more,2008,1,1,61
81,75 more,2008,4,1,78
81,less than 15,2008,5,2,3
81,15-29,2008,8,5,3
81,less than 15,2008,6,2,4
81,15-29,2008,1,2,5
81,60-74,2008,2,2,20
81,60-74,2008,1,2,12
81,less than 15,2008,6,1,8
81,less than 15,2008,4,1,4
81,60-74,2008,9,2,4
82,less than 15,2008,9,6,40271
82,60-74,2008,8,5,30774
82,15-29,2008,9,3,11550
82,45-59,2008,9,6,7197
82,45-59,2008,8,5,4109
82,75 more,2008,8,5,23568
82,30-44,2008,3,1,3846
82,30-44,2008,4,1,9940
82,30-44,2008,5,1,11214
82,30-44,2008,6,1,9171
82,45-59,2008,5,1,9656
82,15-29,2008,5,1,6089
82,15-29,2008,4,1,3679
82,45-59,2008,6,1,7851
82,45-59,2008,4,1,7311
82,45-59,2008,2,1,3273
82,15-29,2008,9,2,673
82,15-29,2008,6,2,1888
82,30-44,2008,4,2,783
82,30-44,2008,5,2,1649
82,15-29,2008,4,2,393
82,less than 15,2008,9,3,2806
82,15-29,2008,9,6,2495
82,15-29,2008,5,2,1630
82,30-44,2008,6,2,1457
82,30-44,2008,9,6,4159
82,45-59,2008,4,2,599
82,45-59,2008,6,2,1170
82,45-59,2008,3,2,132
82,60-74,2008,9,6,1818
82,75 more,2008,9,6,1091
82,60-74,2008,4,1,370
82,15-29,2008,3,1,779
82,15-29,2008,6,1,5940
82,30-44,2008,2,1,2995
82,45-59,2008,3,1,3863
82,15-29,2008,1,1,216
82,30-44,2008,1,1,1519
82,45-59,2008,1,1,2986
82,60-74,2008,5,1,512
82,60-74,2008,6,1,367
82,45-59,2008,5,2,969
82,45-59,2008,9,2,59
82,60-74,2008,4,2,27
82,60-74,2008,2,1,412
82,45-59,2008,2,2,219
82,15-29,2008,2,1,528
82,60-74,2008,1,1,272
82,75 more,2008,1,1,55
82,60-74,2008,3,1,352
82,60-74,2008,5,2,65
82,30-44,2008,2,2,193
82,30-44,2008,3,2,220
82,30-44,2008,1,2,13
82,75 more,2008,2,1,20
82,15-29,2008,3,2,59
82,30-44,2008,9,2,101
82,15-29,2008,2,2,55
82,30-44,2008,8,5,54
82,30-44,2008,9,3,65
82,75 more,2008,6,1,62
82,less than 15,2008,6,1,26
82,60-74,2008,6,2,42
82,75 more,2008,5,1,34
82,15-29,2008,1,2,4
82,75 more,2008,3,1,18
82,less than 15,2008,5,1,12
82,60-74,2008,9,2,14
82,60-74,2008,2,2,17
82,75 more,2008,4,1,19
82,less than 15,2008,2,2,4
82,15-29,2008,8,5,6
82,45-59,2008,1,2,12
82,60-74,2008,3,2,12
83,less than 15,2008,9,6,153560
83,15-29,2008,9,3,54806
83,15-29,2008,5,2,8027
83,45-59,2008,5,2,5947
83,45-59,2008,9,6,35570
83,45-59,2008,8,5,16902
83,60-74,2008,8,5,144227
83,75 more,2008,8,5,98175
83,30-44,2008,4,2,3809
83,60-74,2008,9,6,14663
83,45-59,2008,4,2,2511
83,less than 15,2008,9,3,10840
83,30-44,2008,2,2,918
83,30-44,2008,6,2,4740
83,75 more,2008,9,6,10429
83,30-44,2008,5,2,8377
83,15-29,2008,9,6,10370
83,15-29,2008,6,2,5693
83,30-44,2008,9,6,20540
83,30-44,2008,3,2,722
83,60-74,2008,6,2,291
83,60-74,2008,5,2,435
83,15-29,2008,4,2,2551
83,15-29,2008,3,1,3789
83,15-29,2008,5,1,30129
83,15-29,2008,2,1,2786
83,30-44,2008,5,1,48084
83,30-44,2008,4,1,39767
83,45-59,2008,5,1,41865
83,60-74,2008,2,1,2675
83,15-29,2008,4,1,16348
83,30-44,2008,3,1,19171
83,45-59,2008,2,1,15520
83,45-59,2008,4,1,33549
83,45-59,2008,3,1,20623
83,15-29,2008,6,1,20045
83,30-44,2008,2,1,14254
83,30-44,2008,6,1,26081
83,less than 15,2008,2,1,5
83,30-44,2008,1,1,1470
83,45-59,2008,6,1,21349
83,45-59,2008,1,1,1954
83,60-74,2008,5,1,3153
83,60-74,2008,3,1,2636
83,60-74,2008,6,1,1519
83,45-59,2008,2,2,1340
83,45-59,2008,3,2,894
83,15-29,2008,9,2,3343
83,15-29,2008,3,2,289
83,30-44,2008,9,3,449
83,30-44,2008,8,5,384
83,45-59,2008,6,2,3805
83,60-74,2008,4,2,271
83,45-59,2008,9,2,232
83,60-74,2008,4,1,2423
83,75 more,2008,6,1,234
83,60-74,2008,2,2,194
83,75 more,2008,2,1,262
83,60-74,2008,1,1,450
83,75 more,2008,4,1,211
83,60-74,2008,3,2,113
83,15-29,2008,1,1,294
83,15-29,2008,2,2,342
83,30-44,2008,9,2,668
